Key,Source,Context,English
FuriousRamsayPerkHammerRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl1:0)}%[-])"
FuriousRamsayPerkHammerRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], you:\n • Do [ff595f]2.5%[-] more damage\n • Penetrate [ff595f]2.5%[-] armor\n • Attack [ff595f]2.5%[-] faster"
FuriousRamsayPerkHammerRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl2:0)}%[-])"
FuriousRamsayPerkHammerRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], you:\n • Do [ff595f]5%[-] more damage\n • Penetrate [ff595f]5%[-] armor\n • Attack [ff595f]5%[-] faster\n • Craft quality [4287f5]2[-] Hammers\n • Can craft [75d181]Ergonomic Grip[-] Hammer mod"
FuriousRamsayPerkHammerRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl3:0)}%[-])"
FuriousRamsayPerkHammerRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], you:\n • Do [ff595f]7.5%[-] more damage\n • Penetrate [ff595f]7.5%[-] armor\n • Attack [ff595f]7.5%[-] faster\n • Can craft a [75d181]Iron Sledgehammer[-]"
FuriousRamsayPerkHammerRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl4:0)}%[-])"
FuriousRamsayPerkHammerRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], you:\n • Do [ff595f]10%[-] more damage\n • Penetrate [ff595f]10%[-] armor\n • Attack [ff595f]10%[-] faster\n • Craft quality [4287f5]3[-] Hammers\n • Can craft [75d181]Weighted Head[-] Hammer mod"
FuriousRamsayPerkHammerRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl5:0)}%[-])"
FuriousRamsayPerkHammerRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], you:\n • Do [ff595f]15%[-] more damage\n • Penetrate [ff595f]12.5%[-] armor\n • Attack [ff595f]12.5%[-] faster\n • Craft quality [4287f5]4[-] Hammers\n • Can craft a [75d181]Steel Sledgehammer[-]"
FuriousRamsayPerkHammerRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl6:0)}%[-])"
FuriousRamsayPerkHammerRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], you:\n • Do [ff595f]20%[-] more damage\n • Penetrate [ff595f]15%[-] armor\n • Attack [ff595f]15%[-] faster"
FuriousRamsayPerkHammerRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl7:0)}%[-])"
FuriousRamsayPerkHammerRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], you:\n • Do [ff595f]25%[-] more damage\n • Penetrate [ff595f]20%[-] armor\n • Attack [ff595f]17.5%[-] faster\n • Craft quality [4287f5]5[-] Hammers\n • Can craft [75d181]Blessed Metal[-] Hammer mod"
FuriousRamsayPerkHammerRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl8:0)}%[-])"
FuriousRamsayPerkHammerRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], you:\n • Do [ff595f]30%[-] more damage\n • Penetrate [ff595f]25%[-] armor\n • Attack [ff595f]20%[-] faster"
FuriousRamsayPerkHammerRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl9:0)}%[-])"
FuriousRamsayPerkHammerRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], you:\n • Do [ff595f]40%[-] more damage\n • Penetrate [ff595f]30%[-] armor\n • Attack [ff595f]22.5%[-] faster\n • Craft quality [4287f5]6[-] Hammers"
FuriousRamsayPerkHammerRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkHammerExpPercLvl10:0)}%[-])"
FuriousRamsayPerkHammerRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], you:\n • Do [ff595f]50%[-] more damage\n • Penetrate [ff595f]35%[-] armor\n • Attack [ff595f]25%[-] faster"

FuriousRamsayPerkPistolName,progression,perk,Pistols
FuriousRamsayPerkPistolDesc,progression,perk,"Specialize in Pistols"
FuriousRamsayPerkPistolRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl1:0)}%[-])"
FuriousRamsayPerkPistolRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], you:\n • Do [ff595f]2.5%[-] more damage\n • Penetrate [ff595f]2.5%[-] armor\n • Reload [ff595f]2.5%[-] faster\n • Fire [ff595f]2.5%[-] faster"
FuriousRamsayPerkPistolRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl2:0)}%[-])"
FuriousRamsayPerkPistolRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], you:\n • Do [ff595f]5%[-] more damage\n • Penetrate [ff595f]5%[-] armor\n • Reload [ff595f]5%[-] faster\n • Fire [ff595f]5%[-] faster\n • Craft quality [4287f5]2[-] Pistols"
FuriousRamsayPerkPistolRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl3:0)}%[-])"
FuriousRamsayPerkPistolRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], you:\n • Do [ff595f]7.5%[-] more damage\n • Penetrate [ff595f]7.5%[-] armor\n • Reload [ff595f]7.5%[-] faster\n • Fire [ff595f]7.5%[-] faster\n • Can craft a [75d181]Pistol[-]"
FuriousRamsayPerkPistolRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl4:0)}%[-])"
FuriousRamsayPerkPistolRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], you:\n • Do [ff595f]10%[-] more damage\n • Penetrate [ff595f]10%[-] armor\n • Reload [ff595f]10%[-] faster\n • Fire [ff595f]10%[-] faster\n • Craft quality [4287f5]3[-] Pistols\n • Can craft [75d181]Laser Sight[-] Pistol mod"
FuriousRamsayPerkPistolRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl5:0)}%[-])"
FuriousRamsayPerkPistolRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], you:\n • Do [ff595f]15%[-] more damage\n • Penetrate [ff595f]12.5%[-] armor\n • Reload [ff595f]12.5%[-] faster\n • Fire [ff595f]12.5%[-] faster"
FuriousRamsayPerkPistolRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl6:0)}%[-])"
FuriousRamsayPerkPistolRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], you:\n • Do [ff595f]20%[-] more damage\n • Penetrate [ff595f]15%[-] armor\n • Reload [ff595f]15%[-] faster\n • Fire [ff595f]15%[-] faster\n • Craft quality [4287f5]4[-] Pistols\n • Can craft [75d181]Silencer[-] Pistol mod"
FuriousRamsayPerkPistolRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl7:0)}%[-])"
FuriousRamsayPerkPistolRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], you:\n • Do [ff595f]25%[-] more damage\n • Penetrate [ff595f]20%[-] armor\n • Reload [ff595f]20%[-] faster\n • Fire [ff595f]17.5%[-] faster\n • Can craft [75d181]Full Auto[-] Pistol mod"
FuriousRamsayPerkPistolRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl8:0)}%[-])"
FuriousRamsayPerkPistolRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], you:\n • Do [ff595f]30%[-] more damage\n • Penetrate [ff595f]25%[-] armor\n • Reload [ff595f]25%[-] faster\n • Fire [ff595f]20%[-] faster\n • Craft quality [4287f5]5[-] Pistols"
FuriousRamsayPerkPistolRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl9:0)}%[-])"
FuriousRamsayPerkPistolRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], you:\n • Do [ff595f]40%[-] more damage\n • Penetrate [ff595f]30%[-] armor\n • Reload [ff595f]30%[-] faster\n • Fire [ff595f]22.5%[-] faster"
FuriousRamsayPerkPistolRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkPistolExpPercLvl10:0)}%[-])"
FuriousRamsayPerkPistolRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], you:\n • Do [ff595f]50%[-] more damage\n • Penetrate [ff595f]35%[-] armor\n • Reload [ff595f]35%[-] faster\n • Fire [ff595f]25%[-] faster\n • Craft quality [4287f5]6[-] Pistols"

FuriousRamsayPerkElectricTurretName,progression,perk,Powered Turrets
FuriousRamsayPerkElectricTurretDesc,progression,perk,"Specialize in Powered Turrets"
FuriousRamsayPerkElectricTurretRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl1:0)}%[-])"
FuriousRamsayPerkElectricTurretRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], you:"
FuriousRamsayPerkElectricTurretRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl2:0)}%[-])"
FuriousRamsayPerkElectricTurretRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], you:"
FuriousRamsayPerkElectricTurretRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl3:0)}%[-])"
FuriousRamsayPerkElectricTurretRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], you:\n • Can craft an [75d181]SMG Powered Turret[-]"
FuriousRamsayPerkElectricTurretRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl4:0)}%[-])"
FuriousRamsayPerkElectricTurretRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], you:"
FuriousRamsayPerkElectricTurretRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl5:0)}%[-])"
FuriousRamsayPerkElectricTurretRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], you:\n • Can craft a [75d181]Shotgun Powered Turret[-]"
FuriousRamsayPerkElectricTurretRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl6:0)}%[-])"
FuriousRamsayPerkElectricTurretRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], you:"
FuriousRamsayPerkElectricTurretRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl7:0)}%[-])"
FuriousRamsayPerkElectricTurretRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], you:"
FuriousRamsayPerkElectricTurretRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl8:0)}%[-])"
FuriousRamsayPerkElectricTurretRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], you:"
FuriousRamsayPerkElectricTurretRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl9:0)}%[-])"
FuriousRamsayPerkElectricTurretRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], you:"
FuriousRamsayPerkElectricTurretRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkElectricTurretExpPercLvl10:0)}%[-])"
FuriousRamsayPerkElectricTurretRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], you:"

FuriousRamsayPerkBuilderPenetratorAuraName,progression,perk,Aura ([e673d5]Armor Penetration[-])
FuriousRamsayPerkBuilderPenetratorAuraDesc,progression,perk,"Aura that increases your Allies' ability to penetrate armor"
FuriousRamsayPerkBuilderPenetratorAuraRank1Desc,progression,perk,"Aura Level 1 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl1:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Nearby allies penetrate [f6f792]2.5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank2Desc,progression,perk,"Aura Level 2 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl2:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Nearby allies penetrate [f6f792]5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank3Desc,progression,perk,"Aura Level 3 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl3:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Nearby allies penetrate [f6f792]7.5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank4Desc,progression,perk,"Aura Level 4 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl4:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Nearby allies penetrate [f6f792]10%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank5Desc,progression,perk,"Aura Level 5 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl5:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Nearby allies penetrate [f6f792]12.5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank6Desc,progression,perk,"Aura Level 6 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl6:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Nearby allies penetrate [f6f792]15%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank7Desc,progression,perk,"Aura Level 7 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl7:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Nearby allies penetrate [f6f792]17.5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank8Desc,progression,perk,"Aura Level 8 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl8:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Nearby allies penetrate [f6f792]20%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank9Desc,progression,perk,"Aura Level 9 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl9:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Nearby allies penetrate [f6f792]22.5%[-] Armor"
FuriousRamsayPerkBuilderPenetratorAuraRank10Desc,progression,perk,"Aura Level 10 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl10:0)}%[-])"
FuriousRamsayPerkBuilderPenetratorAuraRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Nearby allies penetrate [f6f792]25%[-] Armor"

perkWellInsulatedRank1Desc,progression,perk,Well Insulated Level 1
perkWellInsulatedRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Gain [ff595f]10[-] insulation against heat and cold\n • Lose [ff595f]15%[-] less food and water when warm/cold"
perkWellInsulatedRank2Desc,progression,perk,Well Insulated Level 2
perkWellInsulatedRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Gain [ff595f]20%[-] insulation against heat and cold\n • Lose [ff595f]30%[-] less food and water when warm/cold"
perkWellInsulatedRank3Desc,progression,perk,Well Insulated Level 3
perkWellInsulatedRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • You can now handle severe weather and typically could care less what the weather conditions are"

FuriousRamsayPerkKnifeName,progression,perk,Knives
FuriousRamsayPerkKnifeDesc,progression,perk,"Specialize in Knives"
FuriousRamsayPerkKnifeRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl1:0)}%[-])"
FuriousRamsayPerkKnifeRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], you:\n • Do [ff595f]2.5%[-] more damage\n • Attack [ff595f]2.5%[-] faster"
FuriousRamsayPerkKnifeRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl2:0)}%[-])"
FuriousRamsayPerkKnifeRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], you:\n • Do [ff595f]5%[-] more damage\n • Attack [ff595f]5%[-] faster\n • Craft quality [4287f5]2[-] Knifes\n • Can craft a [75d181]Structural Brace[-] Knife mod"
FuriousRamsayPerkKnifeRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl3:0)}%[-])"
FuriousRamsayPerkKnifeRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], you:\n • Do [ff595f]7.5%[-] more damage\n • Attack [ff595f]7.5%[-] faster\n • Craft quality [4287f5]3[-] Knifes\n • Can craft a [75d181]Hunting Knife[-]"
FuriousRamsayPerkKnifeRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl4:0)}%[-])"
FuriousRamsayPerkKnifeRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], you:\n • Do [ff595f]10%[-] more damage\n • Attack [ff595f]10%[-] faster\n • Can craft a [75d181]Serrated Blade[-] Knife mod"
FuriousRamsayPerkKnifeRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl5:0)}%[-])"
FuriousRamsayPerkKnifeRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], you:\n • Do [ff595f]15%[-] more damage\n • Attack [ff595f]12.5%[-] faster\n • Craft quality [4287f5]4[-] Knifes\n • Can craft a [75d181]Diamond Blade[-] Knife mod"
FuriousRamsayPerkKnifeRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl6:0)}%[-])"
FuriousRamsayPerkKnifeRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], you:\n • Do [ff595f]20%[-] more damage\n • Attack [ff595f]15%[-] faster"
FuriousRamsayPerkKnifeRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl7:0)}%[-])"
FuriousRamsayPerkKnifeRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], you:\n • Do [ff595f]25%[-] more damage\n • Attack [ff595f]17.5%[-] faster\n • Craft quality [4287f5]5[-] Knifes"
FuriousRamsayPerkKnifeRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl8:0)}%[-])"
FuriousRamsayPerkKnifeRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], you:\n • Do [ff595f]30%[-] more damage\n • Attack [ff595f]20%[-] faster"
FuriousRamsayPerkKnifeRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl9:0)}%[-])"
FuriousRamsayPerkKnifeRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], you:\n • Do [ff595f]40%[-] more damage\n • Attack [ff595f]22.5%[-] faster\n • Craft quality [4287f5]6[-] Knifes"
FuriousRamsayPerkKnifeRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkKnifeExpPercLvl10:0)}%[-])"
FuriousRamsayPerkKnifeRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], you:\n • Do [ff595f]50%[-] more damage\n • Attack [ff595f]25%[-] faster"

FuriousRamsayPerkDesertVultureName,progression,perk,Desert Vulture
FuriousRamsayPerkDesertVultureDesc,progression,perk,"Specialize in the Desert Vulture"
FuriousRamsayPerkDesertVultureRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl1:0)}%[-])"
FuriousRamsayPerkDesertVultureRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], you:\n • Do [ff595f]2.5%[-] more damage\n • Penetrate [ff595f]2.5%[-] armor\n • Reload [ff595f]2.5%[-] faster\n • Fire [ff595f]2.5%[-] faster"
FuriousRamsayPerkDesertVultureRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl2:0)}%[-])"
FuriousRamsayPerkDesertVultureRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], you:\n • Do [ff595f]5%[-] more damage\n • Penetrate [ff595f]5%[-] armor\n • Reload [ff595f]5%[-] faster\n • Fire [ff595f]5%[-] faster\n • Craft quality [4287f5]2[-] Desert Vulture"
FuriousRamsayPerkDesertVultureRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl3:0)}%[-])"
FuriousRamsayPerkDesertVultureRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], you:\n • Do [ff595f]7.5%[-] more damage\n • Penetrate [ff595f]7.5%[-] armor\n • Reload [ff595f]7.5%[-] faster\n • Fire [ff595f]7.5%[-] faster\n • Can craft a [75d181].44 Desert Vulture[-]"
FuriousRamsayPerkDesertVultureRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl4:0)}%[-])"
FuriousRamsayPerkDesertVultureRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], you:\n • Do [ff595f]10%[-] more damage\n • Penetrate [ff595f]10%[-] armor\n • Reload [ff595f]10%[-] faster\n • Fire [ff595f]10%[-] faster\n • Craft quality [4287f5]3[-] Desert Vulture\n • Can craft a [75d181]Desert Vulture[-]"
FuriousRamsayPerkDesertVultureRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl5:0)}%[-])"
FuriousRamsayPerkDesertVultureRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], you:\n • Do [ff595f]15%[-] more damage\n • Penetrate [ff595f]12.5%[-] armor\n • Reload [ff595f]12.5%[-] faster\n • Fire [ff595f]12.5%[-] faster\n • Can craft [75d181]Scope 2x[-] Desert Vulture mod"
FuriousRamsayPerkDesertVultureRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl6:0)}%[-])"
FuriousRamsayPerkDesertVultureRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], you:\n • Do [ff595f]20%[-] more damage\n • Penetrate [ff595f]15%[-] armor\n • Reload [ff595f]15%[-] faster\n • Fire [ff595f]15%[-] faster\n • Craft quality [4287f5]4[-] Desert Vultures\n • Can craft [75d181]Barrel Extender[-] Desert Vulture mod"
FuriousRamsayPerkDesertVultureRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl7:0)}%[-])"
FuriousRamsayPerkDesertVultureRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], you:\n • Do [ff595f]25%[-] more damage\n • Penetrate [ff595f]20%[-] armor\n • Reload [ff595f]20%[-] faster\n • Fire [ff595f]17.5%[-] faster\n • Can craft [75d181]Rad Remover[-] Desert Vulture mod"
FuriousRamsayPerkDesertVultureRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl8:0)}%[-])"
FuriousRamsayPerkDesertVultureRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], you:\n • Do [ff595f]30%[-] more damage\n • Penetrate [ff595f]25%[-] armor\n • Reload [ff595f]25%[-] faster\n • Fire [ff595f]20%[-] faster\n • Craft quality [4287f5]5[-] Desert Vulture"
FuriousRamsayPerkDesertVultureRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl9:0)}%[-])"
FuriousRamsayPerkDesertVultureRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], you:\n • Do [ff595f]40%[-] more damage\n • Penetrate [ff595f]30%[-] armor\n • Reload [ff595f]30%[-] faster\n • Fire [ff595f]22.5%[-] faster"
FuriousRamsayPerkDesertVultureRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkDesertVultureExpPercLvl10:0)}%[-])"
